target,mission,mag,brightness_bin,segment,accepted,error,sde,path,n_points,baseline_days,cadence_min,oot_scatter_ppm,split
KIC 9644874,kepler,14.511,faint,5,True,,6.492049953723212,data/baselines/kepler_KIC_9644874.npz,2144.0,44.99539296473813,29.42479689605534,266.27800023482285,train
KIC 5893398,kepler,14.992,faint,2,True,,6.873702440393921,data/baselines/kepler_KIC_5893398.npz,2091.0,44.99289837368269,29.42313350213226,369.8449248936512,train
KIC 3631103,kepler,14.42,faint,1,True,,6.705779969125159,data/baselines/kepler_KIC_3631103.npz,2075.0,44.99515741452342,29.42461407626979,262.7055591763085,train
KIC 11505976,kepler,14.03,faint,4,True,,6.424182189308833,data/baselines/kepler_KIC_11505976.npz,2144.0,44.99544238374074,29.424827406182885,181.31179342266844,test
KIC 10011078,kepler,14.892,faint,4,True,,6.126228760586245,data/baselines/kepler_KIC_10011078.npz,2116.0,44.996296867560886,29.425380150787532,337.33119596801316,train
KIC 8880417,kepler,14.612,faint,3,True,,6.3781909119521325,data/baselines/kepler_KIC_8880417.npz,2106.0,44.44244033315772,29.42394713871181,261.03688983211777,train
KIC 10547331,kepler,14.101,faint,2,True,,6.70723030089884,data/baselines/kepler_KIC_10547331.npz,2091.0,44.99335297935613,29.42343641887419,186.50266276093475,train
KIC 5004281,kepler,14.964,faint,1,True,,5.667085633639729,data/baselines/kepler_KIC_5004281.npz,2075.0,44.99532590521267,29.424726236611605,302.957987930835,train
KIC 6690428,kepler,13.998,faint,1,True,,5.2088115599292175,data/baselines/kepler_KIC_6690428.npz,2075.0,44.99542495951755,29.424792526988313,162.67009248466923,train
KIC 11607457,kepler,14.998,faint,2,True,,5.785281623329008,data/baselines/kepler_KIC_11607457.npz,2144.0,44.99347888856573,29.423533072695136,319.03927097642736,test
KIC 7119629,kepler,14.86,faint,0,True,,6.152492919546418,data/baselines/kepler_KIC_7119629.npz,1624.0,33.471511660623946,29.425502652302384,265.99881995004847,train
KIC 8095250,kepler,14.687,faint,3,True,,6.138857121408644,data/baselines/kepler_KIC_8095250.npz,2106.0,44.442384871326794,29.423910593613986,272.2858116996055,train
KIC 5305086,kepler,13.922,faint,2,True,,5.812647013860246,data/baselines/kepler_KIC_5305086.npz,2091.0,44.992881315112754,29.42312042636331,203.80521066957047,train
KIC 5009417,kepler,13.998,faint,5,True,,6.29742009232116,data/baselines/kepler_KIC_5009417.npz,2144.0,44.995458584562584,29.424843164160848,169.5174110386514,train
KIC 2010071,kepler,14.701,faint,1,True,,6.696432109310323,data/baselines/kepler_KIC_2010071.npz,2075.0,44.995355067017954,29.424746185541153,402.5490450228737,test
KIC 10728072,kepler,14.588,faint,5,True,,6.963782437417767,data/baselines/kepler_KIC_10728072.npz,2144.0,44.99541749251512,29.424811815842983,271.39723525559936,train
KIC 7271381,kepler,13.914,faint,0,True,,6.3824354385768,data/baselines/kepler_KIC_7271381.npz,1624.0,33.47138825584261,29.425399544415995,177.60788214414927,train
KIC 9723900,kepler,14.235,faint,1,True,,6.631129408305293,data/baselines/kepler_KIC_9723900.npz,2139.0,44.99584301262803,29.425086993724108,172.69961419439076,test
KIC 5513784,kepler,14.577,faint,5,True,,6.467883339866948,data/baselines/kepler_KIC_5513784.npz,2144.0,44.992832062423986,29.4230963755399,263.9378674316714,test
KIC 10023806,kepler,13.906,faint,3,True,,4.775258990955882,data/baselines/kepler_KIC_10023806.npz,2139.0,44.99581338842109,29.425066871917807,470.42900767376744,train
KIC 8527114,kepler,13.919,faint,2,True,,6.269316542352946,data/baselines/kepler_KIC_8527114.npz,2091.0,44.993199869692035,29.423331561265513,278.1713027534628,test
KIC 12168160,kepler,14.394,faint,5,True,,6.41729526470502,data/baselines/kepler_KIC_12168160.npz,2144.0,44.995656763952866,29.424968222156167,263.99537763626694,test
KIC 11044297,kepler,14.608,faint,5,True,,6.155286466253185,data/baselines/kepler_KIC_11044297.npz,2144.0,44.995758840865165,29.42503779195249,284.1949670151968,train
KIC 2441123,kepler,14.217,faint,2,True,,6.272262373321113,data/baselines/kepler_KIC_2441123.npz,2091.0,44.992619673481386,29.42297525703907,255.11222329782015,train
KIC 8242606,kepler,14.385,faint,5,True,,5.962545040407675,data/baselines/kepler_KIC_8242606.npz,2144.0,44.99564810102311,29.424967048689723,216.36595125163012,train
KIC 5951057,kepler,13.996,faint,0,True,,4.766270583887534,data/baselines/kepler_KIC_5951057.npz,1624.0,33.47145248147717,29.42545839585364,318.59721460132977,train
KIC 10536241,kepler,14.751,faint,3,True,,6.368352870088555,data/baselines/kepler_KIC_10536241.npz,2106.0,44.44232009580446,29.42386583425105,247.4684285397311,train
KIC 11360996,kepler,14.145,faint,3,True,,5.919228516694859,data/baselines/kepler_KIC_11360996.npz,2106.0,44.44211302926851,29.423728360561658,198.6332103046491,train
KIC 8746488,kepler,14.26,faint,3,True,,5.970347794393147,data/baselines/kepler_KIC_8746488.npz,2106.0,44.44249368414603,29.423983338056132,209.2476335032924,train
KIC 9077341,kepler,14.162,faint,2,True,,6.0891115967086025,data/baselines/kepler_KIC_9077341.npz,2091.0,44.99313127336063,29.423295445740223,175.89572064116618,train
KIC 5882030,kepler,14.762,faint,1,True,,6.074610932132633,data/baselines/kepler_KIC_5882030.npz,2075.0,44.99553895875579,29.424868561327457,241.1622231343571,train
KIC 9713353,kepler,14.455,faint,0,True,,6.391913953437219,data/baselines/kepler_KIC_9713353.npz,1624.0,33.47140245467017,29.4254183198791,241.1653375005,train
KIC 5018454,kepler,14.398,faint,0,True,,5.981473740251539,data/baselines/kepler_KIC_5018454.npz,1624.0,33.47163567018288,29.425613963976502,214.99891815221716,train
KIC 6752836,kepler,14.467,faint,3,True,,6.328704369483504,data/baselines/kepler_KIC_6752836.npz,2106.0,44.44287403756607,29.424240170046687,243.83553233867633,test
KIC 7518690,kepler,14.67,faint,2,True,,6.957690299990206,data/baselines/kepler_KIC_7518690.npz,1784.0,44.99559628498537,29.424897636054084,237.96898910433717,train
KIC 4472371,kepler,14.758,faint,3,True,,6.12312072705622,data/baselines/kepler_KIC_4472371.npz,2106.0,44.4422166705117,29.423794745234773,285.6764071863911,test
KIC 3952637,kepler,14.254,faint,0,True,,5.754236712991455,data/baselines/kepler_KIC_3952637.npz,1624.0,33.47158911010774,29.425579765811563,236.33756612733632,train
KIC 11904099,kepler,14.115,faint,0,True,,5.067970979044077,data/baselines/kepler_KIC_11904099.npz,1624.0,33.47107519106066,29.425127478316423,263.648746655446,train
KIC 10288096,kepler,14.811,faint,2,True,,5.994340796083101,data/baselines/kepler_KIC_10288096.npz,2091.0,44.993332679783634,29.423422180116177,269.640344813203,train
KIC 11289841,kepler,14.807,faint,4,True,,5.051940920432604,data/baselines/kepler_KIC_11289841.npz,2116.0,44.99615805864596,29.42529852152802,284.64509966821595,train
KIC 9214725,kepler,13.973,faint,4,True,,5.7876743460228,data/baselines/kepler_KIC_9214725.npz,2116.0,44.99639160116931,29.425446828827265,252.21224530500575,train
KIC 3939189,kepler,14.946,faint,0,True,,6.622945286228364,data/baselines/kepler_KIC_3939189.npz,2139.0,44.99534265421971,29.424764704308473,1439.9715141925,train
KIC 10973280,kepler,14.667,faint,5,True,,5.964414459139554,data/baselines/kepler_KIC_10973280.npz,2144.0,44.99541933513683,29.424812318757176,279.84845904767764,test
KIC 12407345,kepler,14.827,faint,3,True,,6.523580333164281,data/baselines/kepler_KIC_12407345.npz,2106.0,44.442387994953606,29.423916209489107,337.10690645667876,train
KIC 11389717,kepler,14.046,faint,2,True,,6.9006500334174925,data/baselines/kepler_KIC_11389717.npz,2139.0,44.99519861004955,29.424658673233353,204.448109825324,test
KIC 8415290,kepler,14.829,faint,2,True,,6.494723975771548,data/baselines/kepler_KIC_8415290.npz,2091.0,44.993056068247824,29.423235850408673,267.81988470188384,train
KIC 9821593,kepler,14.314,faint,0,True,,5.988968233957164,data/baselines/kepler_KIC_9821593.npz,1624.0,33.47123230378202,29.42525806836784,189.429057755145,test
KIC 5894163,kepler,14.27,faint,4,True,,6.098580776926825,data/baselines/kepler_KIC_5894163.npz,2116.0,44.99665926548914,29.425621633417904,203.7787291608642,train
KIC 12505658,kepler,14.959,faint,0,True,,6.428311987662669,data/baselines/kepler_KIC_12505658.npz,2050.0,44.99447338245227,29.424178384942937,427.0248231427662,train
KIC 3540349,kepler,14.386,faint,1,True,,5.364907781209801,data/baselines/kepler_KIC_3540349.npz,2075.0,44.99534952751128,29.424741821712814,279.87499308982854,train
KIC 8054850,kepler,13.987,faint,5,True,,5.341509121987638,data/baselines/kepler_KIC_8054850.npz,2144.0,44.99316248976538,29.42331430502236,199.04896904599744,train
KIC 2444748,kepler,14.339,faint,4,True,,6.2108453960161984,data/baselines/kepler_KIC_2444748.npz,2115.0,44.99691500009067,29.425789371016435,229.61588959601775,train
KIC 6681486,kepler,13.98,faint,3,True,,5.99345742752257,data/baselines/kepler_KIC_6681486.npz,2106.0,44.442509822569264,29.423992400988936,241.96649867688137,train
KIC 10848591,kepler,14.723,faint,3,True,,5.953264970207538,data/baselines/kepler_KIC_10848591.npz,1008.0,20.82149794491852,29.423908246681098,283.95268375008243,train
KIC 11819375,kepler,14.527,faint,0,True,,6.559182563193193,data/baselines/kepler_KIC_11819375.npz,1624.0,33.471305544502684,29.425336522981524,251.8057857202724,train
KIC 2554185,kepler,14.217,faint,3,True,,6.614305952681455,data/baselines/kepler_KIC_2554185.npz,2106.0,44.44269461198565,29.424118800088763,263.95233391965155,train
KIC 9712185,kepler,14.053,faint,1,True,,6.0049100674117515,data/baselines/kepler_KIC_9712185.npz,2075.0,44.99548183236038,29.424833095399663,166.67031413227667,train
KIC 2580573,kepler,13.924,faint,3,True,,5.587760974387235,data/baselines/kepler_KIC_2580573.npz,2106.0,44.44229174430802,29.42384605295956,212.17687131509277,train
KIC 11856077,kepler,14.841,faint,0,True,,6.4224460582042715,data/baselines/kepler_KIC_11856077.npz,1624.0,33.4711177614663,29.42516670562327,346.5010265863941,train
KIC 6342053,kepler,14.59,faint,3,True,,6.105096696650831,data/baselines/kepler_KIC_6342053.npz,2106.0,44.44285408246651,29.424225920811296,323.0730759727524,train
KIC 8781264,kepler,13.821,faint,4,True,,6.869688728894498,data/baselines/kepler_KIC_8781264.npz,2116.0,44.996363065220066,29.425435754237697,186.59700591506177,test
KIC 9896939,kepler,14.075,faint,1,True,,5.818760203508412,data/baselines/kepler_KIC_9896939.npz,1853.0,44.99330727072811,29.423454361385662,164.0032163239843,train
KIC 9262663,kepler,13.884,faint,2,True,,6.727497739332185,data/baselines/kepler_KIC_9262663.npz,2144.0,44.99318313453841,29.423318495973945,174.68621226781897,train
KIC 11140504,kepler,14.846,faint,4,True,,5.888203321146799,data/baselines/kepler_KIC_11140504.npz,2116.0,44.9961623776544,29.425285047618672,282.311386733792,train
KIC 6101520,kepler,14.651,faint,1,True,,6.947010640869595,data/baselines/kepler_KIC_6101520.npz,2075.0,44.994960814889055,29.42448366433382,360.3539806375417,train
KIC 12453480,kepler,14.685,faint,4,True,,6.293294973350133,data/baselines/kepler_KIC_12453480.npz,2116.0,44.99599604949617,29.42519289907068,386.90667710505573,train
KIC 4270538,kepler,14.764,faint,2,True,,6.519534360563639,data/baselines/kepler_KIC_4270538.npz,2091.0,44.99274679761584,29.42303921096027,279.1597116084298,train
KIC 12834465,kepler,14.85,faint,3,True,,6.8940852569623425,data/baselines/kepler_KIC_12834465.npz,2106.0,44.44244477713801,29.42395652644336,406.87381333848606,train
KIC 5702550,kepler,14.832,faint,5,True,,5.536893544227852,data/baselines/kepler_KIC_5702550.npz,2144.0,44.99543266469118,29.42482522688806,271.7185369306494,test
KIC 9966441,kepler,14.877,faint,2,True,,5.766660380220903,data/baselines/kepler_KIC_9966441.npz,2091.0,44.99330135358469,29.42340055480599,283.2488160272607,train
KIC 10087390,kepler,14.621,faint,0,True,,5.285402900696582,data/baselines/kepler_KIC_10087390.npz,1624.0,33.47146093532501,29.425474143354226,229.34895201590675,train
KIC 10850824,kepler,14.849,faint,0,True,,6.117044188810807,data/baselines/kepler_KIC_10850824.npz,1624.0,33.47117386398895,29.42521029151976,305.3277111703142,train
KIC 9391111,kepler,14.824,faint,3,True,,5.407718889944905,data/baselines/kepler_KIC_9391111.npz,2106.0,44.442695489640755,29.42411913536489,263.8177679110239,test
KIC 8416307,kepler,14.245,faint,5,True,,6.3931902465974275,data/baselines/kepler_KIC_8416307.npz,2144.0,44.99514431045827,29.42463159444742,201.30637365806604,train
KIC 12350978,kepler,13.919,faint,0,True,,6.044100377347551,data/baselines/kepler_KIC_12350978.npz,1624.0,33.47110494541994,29.425156804500148,207.7399104122563,train
KIC 7450813,kepler,13.964,faint,2,True,,5.62846281242005,data/baselines/kepler_KIC_7450813.npz,2091.0,44.99299841984612,29.423206005594693,175.6425958512972,train
KIC 6213943,kepler,13.883,faint,2,True,,6.520439224303847,data/baselines/kepler_KIC_6213943.npz,2091.0,44.99290808563091,29.423143733292815,154.20282373200106,test
KIC 4458118,kepler,13.859,faint,0,True,,5.729223770835293,data/baselines/kepler_KIC_4458118.npz,1624.0,33.471533776275464,29.42553165368736,227.68774989779675,train
KIC 8350527,kepler,14.208,faint,0,True,,6.641207974433391,data/baselines/kepler_KIC_8350527.npz,1624.0,33.47123903503234,29.425269467756152,185.78322131653704,train
KIC 5697179,kepler,14.291,faint,1,True,,6.599666406987103,data/baselines/kepler_KIC_5697179.npz,2106.0,44.4424865319379,29.42397798411548,195.2953421272756,train
KIC 7765743,kepler,13.947,faint,1,True,,6.18424969527049,data/baselines/kepler_KIC_7765743.npz,2075.0,44.995655602251645,29.4249474350363,174.31532032735052,test
KIC 8644856,kepler,14.737,faint,4,True,,6.912240751462545,data/baselines/kepler_KIC_8644856.npz,2116.0,44.99639732606738,29.425454665906727,292.19494057133056,train
KIC 9163764,kepler,14.18,faint,4,True,,5.970735833864083,data/baselines/kepler_KIC_9163764.npz,2144.0,44.99565773113136,29.42497325129807,206.24799484069771,train
KIC 5024032,kepler,14.055,faint,5,True,,5.50962247030318,data/baselines/kepler_KIC_5024032.npz,2144.0,44.99285973204678,29.423113306984305,194.98294616740463,train
KIC 7385997,kepler,14.874,faint,3,True,,5.806218242139831,data/baselines/kepler_KIC_7385997.npz,2106.0,44.44200239897327,29.423650419339538,283.7858719443084,test
KIC 7849945,kepler,14.691,faint,1,True,,6.407570656558289,data/baselines/kepler_KIC_7849945.npz,2075.0,44.99584541207878,29.425073745078407,307.52596476731713,test
KIC 11872558,kepler,14.649,faint,1,True,,5.517466249183157,data/baselines/kepler_KIC_11872558.npz,2116.0,44.99604397017538,29.425215488299727,320.7639247397041,test
KIC 5623635,kepler,14.757,faint,3,True,,5.87157051547337,data/baselines/kepler_KIC_5623635.npz,2106.0,44.44226967103168,29.423830462619662,253.51364573895404,train
KIC 6945652,kepler,14.951,faint,1,True,,5.810020806498166,data/baselines/kepler_KIC_6945652.npz,2075.0,44.99538969475543,29.42476939817425,287.652171393075,train
KIC 8234516,kepler,14.47,faint,2,True,,6.101589708514011,data/baselines/kepler_KIC_8234516.npz,2091.0,44.993064164758835,29.423255788860843,226.70155563289657,train
KIC 9327316,kepler,14.076,faint,2,True,,6.947207943475212,data/baselines/kepler_KIC_9327316.npz,2091.0,44.993155844036664,29.423299888148904,174.8627272231042,train
KIC 8526878,kepler,13.915,faint,0,True,,6.660541995472498,data/baselines/kepler_KIC_8526878.npz,1624.0,33.47167385662033,29.425664412556216,202.3098249907165,train
KIC 3971153,kepler,14.629,faint,1,True,,5.653252930825267,data/baselines/kepler_KIC_3971153.npz,2075.0,44.99565629934659,29.42494684830308,363.7411716585915,train
KIC 10749594,kepler,13.998,faint,4,True,,5.699983841943705,data/baselines/kepler_KIC_10749594.npz,2116.0,44.99617387653416,29.425306170014665,200.6275439255306,train
KIC 6209152,kepler,14.686,faint,0,True,,6.370512470772407,data/baselines/kepler_KIC_6209152.npz,1624.0,33.47156831227767,29.425553111359477,269.16480659322707,train
KIC 8868342,kepler,14.46,faint,4,True,,6.760059290500585,data/baselines/kepler_KIC_8868342.npz,2116.0,44.9964366443528,29.42548621329479,209.20949595330336,test
KIC 3760280,kepler,14.599,faint,4,True,,5.79542955867343,data/baselines/kepler_KIC_3760280.npz,2116.0,44.99682618742372,29.42571588791907,319.64668600540193,test
KIC 9109165,kepler,14.841,faint,0,True,,6.740104770711582,data/baselines/kepler_KIC_9109165.npz,1624.0,33.47155871249561,29.425561147509143,298.43407522344023,train
KIC 11921471,kepler,14.211,faint,0,True,,5.212736793552051,data/baselines/kepler_KIC_11921471.npz,1624.0,33.47131915450154,29.425349085358903,215.21387629076952,test
KIC 5359125,kepler,14.571,faint,5,True,,6.841513752385832,data/baselines/kepler_KIC_5359125.npz,2144.0,44.995428676302254,29.424823382869363,227.06341631081668,train
KIC 12219081,kepler,14.549,faint,2,True,,5.55952791871596,data/baselines/kepler_KIC_12219081.npz,2091.0,44.99358114127972,29.423588136560284,285.8953892778331,train
KIC 2971664,kepler,13.877,faint,3,True,,5.954876703259629,data/baselines/kepler_KIC_2971664.npz,2106.0,44.442657332539966,29.42409331910312,215.1457653329997,train
KIC 10667024,kepler,13.813,faint,4,True,,5.350735788475169,data/baselines/kepler_KIC_10667024.npz,2116.0,44.996225825983856,29.425330236554142,189.50160865248336,test
KIC 7761010,kepler,13.962,faint,2,True,,6.860143970988854,data/baselines/kepler_KIC_7761010.npz,2091.0,44.99303333827265,29.423226960352626,406.7247756161046,test
KIC 4478828,kepler,14.707,faint,3,True,,6.536331193075258,data/baselines/kepler_KIC_4478828.npz,2106.0,44.442125822439266,29.423733389703557,278.8212333697528,test
KIC 5105813,kepler,14.598,faint,3,True,,6.665031191030185,data/baselines/kepler_KIC_5105813.npz,2106.0,44.44222636499762,29.423802121309564,238.9982892677531,test
KIC 7353637,kepler,14.184,faint,5,True,,6.534303013700265,data/baselines/kepler_KIC_7353637.npz,2144.0,44.99533001292002,29.42475564661436,181.57694591952543,train
KIC 11968442,kepler,14.811,faint,1,True,,6.0181869301665945,data/baselines/kepler_KIC_11968442.npz,2075.0,44.99555246386444,29.42488816974219,286.6642424906401,train
KIC 2439469,kepler,14.475,faint,5,True,,5.928140866008908,data/baselines/kepler_KIC_2439469.npz,2144.0,44.99541339981806,29.424814330413938,282.42026629366626,test
KIC 6607588,kepler,13.809,faint,4,True,,5.403029554999907,data/baselines/kepler_KIC_6607588.npz,2116.0,44.996633170529094,29.42560012335889,144.5270379193523,test
KIC 12644232,kepler,14.598,faint,4,True,,5.709932120433458,data/baselines/kepler_KIC_12644232.npz,2115.0,44.99596808455681,29.42517023649998,304.78114921885884,train
KIC 3547211,kepler,14.889,faint,0,True,,6.064154837004036,data/baselines/kepler_KIC_3547211.npz,1624.0,33.47163317470404,29.42561748437583,312.0673776089188,train
KIC 3109618,kepler,13.84,faint,4,True,,6.599531057707904,data/baselines/kepler_KIC_3109618.npz,2115.0,44.99689365702943,29.425783508922905,169.5345555580376,train
KIC 5966607,kepler,14.983,faint,5,True,,6.3307143620040405,data/baselines/kepler_KIC_5966607.npz,2144.0,44.995591535749554,29.424931006506085,300.17310386736847,train
KIC 8097582,kepler,14.452,faint,0,True,,6.526579844342544,data/baselines/kepler_KIC_8097582.npz,1624.0,33.47145116097818,29.425451857969165,242.70834235398215,train
KIC 6611495,kepler,14.056,faint,4,True,,6.129179689421313,data/baselines/kepler_KIC_6611495.npz,2139.0,44.99570180712908,29.425001409254037,160.73330634103132,train
KIC 11961244,kepler,14.668,faint,3,True,,6.271218437549779,data/baselines/kepler_KIC_11961244.npz,2106.0,44.44242787508847,29.4239417638164,300.85915674533493,test
KIC 12165032,kepler,13.959,faint,5,True,,6.385299569088815,data/baselines/kepler_KIC_12165032.npz,2144.0,44.99559218441573,29.424925977364182,191.25179970470623,test
KIC 7825879,kepler,14.014,faint,4,True,,5.63051809378044,data/baselines/kepler_KIC_7825879.npz,2116.0,44.99652332388359,29.425524026155472,157.8757011223538,train
KIC 7602673,kepler,14.192,faint,5,True,,5.8090621041842345,data/baselines/kepler_KIC_7602673.npz,2144.0,44.995400269799575,29.42480224999599,185.07484544379255,train
KIC 11177950,kepler,14.295,faint,1,True,,6.47191028757013,data/baselines/kepler_KIC_11177950.npz,2075.0,44.99508554156637,29.42457167431712,218.25672298589663,train
KIC 11125802,kepler,14.21,faint,1,True,,6.963502083766976,data/baselines/kepler_KIC_11125802.npz,2075.0,44.995126202877145,29.42459849116858,205.46303330644096,train
KIC 6975047,kepler,14.36,faint,2,True,,6.730979436442156,data/baselines/kepler_KIC_6975047.npz,1784.0,44.996088207939465,29.425224205479022,260.91604585624185,test
KIC 11360776,kepler,14.465,faint,0,True,,5.696083667800031,data/baselines/kepler_KIC_11360776.npz,1285.0,31.754678442914155,29.425179205136377,241.5601240018349,train
KIC 4936686,kepler,14.574,faint,1,True,,6.148655884921864,data/baselines/kepler_KIC_4936686.npz,2075.0,44.99563072103774,29.42492874339223,251.42733518193947,train
KIC 8637330,kepler,13.843,faint,4,True,,5.801789902354553,data/baselines/kepler_KIC_8637330.npz,2116.0,44.99641862442513,29.42546203150414,148.7828810970301,train
KIC 4280782,kepler,14.825,faint,2,True,,6.57883199646366,data/baselines/kepler_KIC_4280782.npz,2091.0,44.99277059063752,29.423049688339233,359.5999432604094,train
KIC 9955784,kepler,14.643,faint,2,True,,6.175454004738222,data/baselines/kepler_KIC_9955784.npz,2091.0,44.99326586204552,29.423382947570644,222.95112975963704,train
KIC 10014698,kepler,14.831,faint,3,True,,6.318253563384354,data/baselines/kepler_KIC_10014698.npz,2106.0,44.44227651019901,29.423836487112567,277.26992723009437,test
KIC 10463638,kepler,14.994,faint,1,True,,5.316622266526045,data/baselines/kepler_KIC_10463638.npz,2075.0,44.99530530971242,29.424716508365236,312.41518408611523,train
KIC 6607525,kepler,14.772,faint,2,True,,5.816508712664382,data/baselines/kepler_KIC_6607525.npz,2091.0,44.99292097659054,29.42316242493689,270.05264772307606,train
KIC 2973432,kepler,14.867,faint,4,True,,5.505187913780548,data/baselines/kepler_KIC_2973432.npz,2115.0,44.996906551772554,29.425798402517103,374.55292539758926,train
KIC 3326472,kepler,14.366,faint,1,True,,6.520653552928735,data/baselines/kepler_KIC_3326472.npz,2075.0,44.99514226865722,29.42460385034792,255.9836724843815,train
KIC 6880715,kepler,14.877,faint,4,True,,4.845453230486317,data/baselines/kepler_KIC_6880715.npz,2116.0,44.99657774190564,29.425567025318745,264.5906076930487,train
KIC 3834892,kepler,14.192,faint,5,True,,6.1760348454826115,data/baselines/kepler_KIC_3834892.npz,1784.0,44.9954854280295,29.424816174432635,224.8338787027996,train
KIC 7586720,kepler,14.289,faint,5,True,,5.716960667929402,data/baselines/kepler_KIC_7586720.npz,1853.0,44.99299579096987,29.42322637885809,204.7459604670081,train
KIC 7363771,kepler,14.736,faint,3,True,,6.003735450666883,data/baselines/kepler_KIC_7363771.npz,2106.0,44.44232042438671,29.423865163698792,302.95732899374354,train
KIC 8814296,kepler,14.782,faint,0,True,,6.804015465754722,data/baselines/kepler_KIC_8814296.npz,1624.0,33.47136810935626,29.425378422020003,260.356880755725,test
KIC 9472256,kepler,14.659,faint,0,True,,6.4839952789603315,data/baselines/kepler_KIC_9472256.npz,1624.0,33.47145611619635,29.425467448309064,246.4896513355912,train
KIC 3745462,kepler,14.566,faint,2,True,,6.054555982867207,data/baselines/kepler_KIC_3745462.npz,1784.0,44.99574883958121,29.42499318975024,256.8017634122576,test
KIC 7271373,kepler,14.651,faint,3,True,,6.928349549293024,data/baselines/kepler_KIC_7271373.npz,2106.0,44.44252997406147,29.424006985500455,236.35959876428237,test
KIC 8143908,kepler,14.414,faint,2,True,,5.25158636794205,data/baselines/kepler_KIC_8143908.npz,2091.0,44.993034742852615,29.423220862518065,229.723150909512,train
KIC 3634245,kepler,14.971,faint,5,True,,6.198129700280485,data/baselines/kepler_KIC_3634245.npz,2144.0,44.99527347255935,29.42472062073648,384.992341607668,train
KIC 9410515,kepler,14.163,faint,2,True,,6.6966852854187815,data/baselines/kepler_KIC_9410515.npz,2091.0,44.99321145499562,29.423345485702157,169.3801515812027,train
KIC 5865766,kepler,13.792,medium,2,True,,6.465194187214932,data/baselines/kepler_KIC_5865766.npz,2091.0,44.99283729603485,29.423108272603713,162.5375470105385,train
KIC 12056506,kepler,14.868,faint,3,True,,6.365849379756307,data/baselines/kepler_KIC_12056506.npz,2106.0,44.442518685966206,29.424003129824996,442.0947411085988,train
KIC 5960693,kepler,11.391,bright,4,True,,4.952267229627163,data/baselines/kepler_KIC_5960693.npz,2144.0,44.9954936418726,29.42486579529941,484.8764508530592,train
KIC 11025641,kepler,11.073,bright,2,True,,5.701280215379993,data/baselines/kepler_KIC_11025641.npz,2091.0,44.99336519702774,29.423461988917552,50.5829001497997,train
KIC 9330460,kepler,12.114,bright,0,True,,5.246780265649151,data/baselines/kepler_KIC_9330460.npz,1624.0,33.471221741769114,29.42525119520724,283.03897421742454,train
KIC 9137975,kepler,12.296,bright,4,True,,6.223510542784355,data/baselines/kepler_KIC_9137975.npz,1624.0,33.471158368178294,29.42519805394113,107.753878144635,test
KIC 7799241,kepler,10.886,bright,1,True,,6.009999237434341,data/baselines/kepler_KIC_7799241.npz,2075.0,44.99486944935052,29.42442397994455,1253.12300509635,train
KIC 5814204,kepler,11.371,bright,4,True,,5.213648347146133,data/baselines/kepler_KIC_5814204.npz,2116.0,44.99665160681616,29.425621004775167,259.39730967638206,train
KIC 7881715,kepler,11.965,bright,1,True,,6.264669756180329,data/baselines/kepler_KIC_7881715.npz,2075.0,44.99525522085605,29.42468063905835,107.20711795993712,test
KIC 5396516,kepler,10.206,bright,1,True,,5.420469259199101,data/baselines/kepler_KIC_5396516.npz,2075.0,44.99587237340165,29.42509051412344,202.6260945958201,train
KIC 8078435,kepler,10.617,bright,3,True,,6.320724715059518,data/baselines/kepler_KIC_8078435.npz,2106.0,44.442819715499354,29.42420463077724,57.56884759211164,train
KIC 5907824,kepler,10.915,bright,4,True,,5.536595125458232,data/baselines/kepler_KIC_5907824.npz,2116.0,44.996624363069714,29.425608169985935,72.21947667973149,train
KIC 7420223,kepler,11.369,bright,1,True,,5.552300496770905,data/baselines/kepler_KIC_7420223.npz,2075.0,44.99494526250055,29.424474611878395,375.3132994489115,train
KIC 4990328,kepler,9.923,bright,1,True,,6.307274488803723,data/baselines/kepler_KIC_4990328.npz,2075.0,44.995008060883265,29.4245140068233,60.218592624027664,train
KIC 7467630,kepler,10.099,bright,3,True,,6.097851905633846,data/baselines/kepler_KIC_7467630.npz,2116.0,44.99651788164192,29.425532177556303,232.2000057759605,train
KIC 8882414,kepler,12.181,bright,3,True,,5.488323324098616,data/baselines/kepler_KIC_8882414.npz,2106.0,44.44240397752583,29.423922328278422,72.68458215940369,train
KIC 4145040,kepler,11.537,bright,3,True,,6.357685175087517,data/baselines/kepler_KIC_4145040.npz,2050.0,44.99469501609565,29.424319295212623,61.0192791250062,train
KIC 7905106,kepler,11.756,bright,5,True,,6.973926642600928,data/baselines/kepler_KIC_7905106.npz,2144.0,44.99571896815178,29.425014144508168,50.482426302443464,train
KIC 6939158,kepler,11.921,bright,1,True,,6.343134953212108,data/baselines/kepler_KIC_6939158.npz,2075.0,44.99527909205062,29.424695553607307,441.075219621016,test
KIC 6527211,kepler,11.236,bright,3,True,,5.436121433704218,data/baselines/kepler_KIC_6527211.npz,2106.0,44.4422490236102,29.42381520755589,506.77718832484607,train
KIC 11404785,kepler,12.388,bright,1,True,,6.632343789382112,data/baselines/kepler_KIC_11404785.npz,2075.0,44.99548574880464,29.424839727580547,71.46683119057931,train
