target,mission,label,published_period,published_depth_ppm,published_duration_hr,mag
KIC 3335816,kepler,eclipse,3.711013336,24989.1,3.31024,12.084
KIC 12416661,kepler,transit,8.05337912,38.3,5.382,12.086
KIC 11820830,kepler,eclipse,12.7319385,11449.0,4.4157,12.087
TIC 277634430,tess,transit,2.3260077,3279.7891318,0.9960868,12.0874
TIC 69838258,tess,false_positive,6.73069,14721.7,3.503,12.0885
KIC 4927738,kepler,variable,19.545185,40.2,1.597,12.091
TIC 256349966,tess,false_positive,14.5877856,3374.0,3.517,12.0913
KIC 8955741,kepler,variable,538.4263,242.0,12.751,12.099
TIC 20988926,tess,false_positive,5.3194765,3640.0,4.653,12.0997
KIC 7936194,kepler,variable,536.52197,293.9,4.458,12.101
TIC 160578764,tess,transit,2.8786641,8710.0,2.207,12.1014
KIC 5038469,kepler,variable,1.36840167,,4.58,12.103
TIC 130191319,tess,false_positive,1.6117444,3120.0,1.524,12.1038
KIC 12645262,kepler,variable,545.45623972,,5.91,12.104
TIC 48353358,tess,transit,9.8786838,1728.7453821,1.8852042,12.1042
KIC 10191036,kepler,blend,1.21374652,28.9,3.371,12.107
TIC 51637609,tess,transit,2.709631,10819.0,3.282,12.1088
TIC 49735922,tess,transit,6.3392677,1739.0,3.02,12.1093
TIC 206284139,tess,transit,3.0026495,4411.9691117,2.9675422,12.1112
KIC 3442054,kepler,eclipse,117.6813778,45362.0,12.7591,12.112
KIC 5632781,kepler,variable,11.02520205,429759.0,12.8097,12.113
TIC 432422552,tess,false_positive,9.7712443,34227.0,3.956,12.1134
TIC 454069765,tess,transit,4.1197036,2690.0,4.547,12.1137
KIC 5702637,kepler,blend,1.0388961,600.8,4.755,12.114
TIC 58474992,tess,false_positive,25.714253,33131.0,6.373,12.1157
TIC 371711170,tess,false_positive,9.8482192,1670.0,4.24,12.1158
TIC 368805700,tess,transit,3.5771891,15679.3921242,3.0669978,12.1159
TIC 118308828,tess,false_positive,3.7353995,2360.0,1.836,12.1162
TIC 319783554,tess,false_positive,1.819376,5240.0,2.97,12.1164
KIC 5276332,kepler,variable,357.82544,152.5,9.12,12.117
KIC 3327980,kepler,eclipse,2.115510941,415163.0,7.2877,12.119
KIC 5511081,kepler,transit,13.72710334,199.2,7.3419,12.119
KIC 6612973,kepler,variable,681.01756,133.9,8.74,12.119
KIC 4142768,kepler,variable,13.99585365,19681.0,5.0308,12.12
KIC 8906676,kepler,eclipse,8.209514329,141387.0,4.14104,12.121
TIC 376740324,tess,false_positive,4.5300175,35800.0,5.331,12.1229
TIC 61117473,tess,false_positive,6.1836211,10508.1307083,2.5436374,12.123
TIC 399613138,tess,false_positive,8.1958135,8230.0,1.182,12.1245
KIC 10264660,kepler,transit,6.790120801,2302.3,6.0437,12.128
KIC 8453851,kepler,variable,2.78801663,14.0,17.354,12.133
TIC 416279912,tess,transit,,6769.4027159,10.5974327,12.1351
TIC 247873937,tess,false_positive,4.6498719,8110.0,4.995,12.1359
KIC 10616656,kepler,eclipse,25.285232337,63021.6,4.76313,12.138
KIC 10677763,kepler,variable,120.16983803,,3.19,12.138
KIC 9221398,kepler,eclipse,13.787520532,12978.3,2.55435,12.14
TIC 327952677,tess,transit,3.3969441,10192.131158,2.4148687,12.141
KIC 6206751,kepler,eclipse,1.245342215,234086.0,4.40308,12.142
KIC 3555178,kepler,variable,528.10984,89.8,18.01,12.143
KIC 8262223,kepler,eclipse,1.613014741,152120.0,4.39594,12.146
KIC 11189311,kepler,transit,81.4160138,762.3,14.175,12.146
KIC 9159301,kepler,eclipse,3.044771557,487818.0,11.0593,12.146
KIC 6956136,kepler,variable,53.912783631,216.7,44.0504,12.147
KIC 3545135,kepler,transit,8.48299282,69.1,2.505,12.147
TIC 435167167,tess,false_positive,3.0330919,1280.0,4.043,12.1474
KIC 10199817,kepler,variable,392.94247,120.3,11.055,12.152
KIC 3970397,kepler,variable,34.33339948,,2.45,12.152
KIC 10909274,kepler,eclipse,39.238141571,439208.0,6.07183,12.153
TIC 316937670,tess,false_positive,0.62425,954.060325,0.774288,12.1535
KIC 3127817,kepler,eclipse,2.163569702,54518.0,7.60963,12.155
KIC 8953426,kepler,eclipse,2.665875491,161389.0,7.59461,12.156
KIC 10338624,kepler,variable,0.607538435,34.9,5.549,12.156
TIC 117068362,tess,false_positive,4.2005957,4448.0,2.587,12.1566
TIC 455036659,tess,transit,4.007232,10360.0,4.78,12.1569
KIC 5015027,kepler,variable,34.4886903,59.9,1.22,12.157
TIC 112099249,tess,transit,5.17958,7620.0,4.524,12.1577
KIC 12253534,kepler,variable,466.08101,180.1,23.69,12.159
KIC 8552719,kepler,transit,88.40678718,1724.4,12.3079,12.16
KIC 3248033,kepler,blend,1.334101467,120.8,2.1033,12.161
TIC 4426490,tess,false_positive,2.668957,17029.8720026,2.7508738,12.1616
KIC 8495232,kepler,blend,9.63647672,47.6,2.999,12.162
TIC 185226925,tess,false_positive,3.1979646,2060.0,5.69,12.1624
KIC 11811193,kepler,transit,6.11784972,60.5,3.458,12.168
TIC 358107516,tess,transit,11.9124942,19304.2778014,3.7520869,12.173
KIC 11601597,kepler,eclipse,0.590281548,21.6,2.72,12.174
TIC 169249234,tess,transit,7.1858029,11192.4995247,4.2542613,12.1772
TIC 123309556,tess,transit,2.5080815,1292.7152523,1.1724398,12.1773
KIC 7677005,kepler,eclipse,38.058140058,308873.0,8.82403,12.178
KIC 8248939,kepler,blend,1.63345402,359.0,3.817,12.179
TIC 262662119,tess,transit,4.53347,11929.8619692,3.6052513,12.1796
KIC 11905011,kepler,transit,5.65178922,134.1,3.0933,12.182
KIC 10864656,kepler,transit,52.5008645,946.7,14.9066,12.183
KIC 8588982,kepler,variable,116.025744,1361.0,3.539,12.184
KIC 9357275,kepler,eclipse,1.588298157,165034.0,4.37027,12.186
KIC 11460462,kepler,transit,5.03728033,76.3,2.0619,12.189
TIC 97409519,tess,transit,3.372877,17163.60419,2.63426,12.1893
KIC 5652983,kepler,eclipse,498.391282,1590.0,6.135,12.193
KIC 5966322,kepler,transit,60.92818866,755.6,6.3336,12.193
TIC 353586703,tess,false_positive,3.0043128,6000.0,0.714,12.1953
TIC 9443323,tess,transit,4.01357,8561.4394866,4.1381202,12.1957
KIC 9468717,kepler,eclipse,7.37339245,125.0,2.883,12.197
TIC 418866096,tess,false_positive,6.6308943,6379.0,1.72,12.2011
KIC 4060815,kepler,variable,4.2856756,31.4,4.059,12.203
KIC 5024482,kepler,blend,1.5259105,83.9,3.114,12.203
TIC 402848417,tess,false_positive,28.4664618,4267.0,5.958,12.2041
KIC 6462863,kepler,transit,3.743166733,126.3,3.6888,12.205
TIC 187532854,tess,false_positive,1.6513066,1751.0,0.82,12.2059
TIC 360816293,tess,false_positive,3.5506084,16040.0,2.706,12.2077
TIC 148233571,tess,false_positive,0.9422588,1060.0,1.46,12.2082
KIC 5544450,kepler,variable,4.29388808,110.6,3.618,12.209
KIC 8686097,kepler,transit,172.7046083,659.1,11.347,12.209
KIC 9837659,kepler,variable,121.62387378,,2.73,12.209
KIC 4754831,kepler,variable,55.119831,114.5,4.703,12.211
KIC 11853905,kepler,transit,3.213668926,727.8,3.98235,12.211
KIC 8156120,kepler,transit,38.5833679,1388.2,12.391,12.211
TIC 13349647,tess,transit,1.5373643,17828.6194882,1.7528779,12.212
TIC 99834717,tess,transit,1.7063264,10980.0,1.359,12.212
TIC 219821826,tess,false_positive,9.6799809,15870.0,1.806,12.2169
KIC 10857519,kepler,transit,2.053341891,65.5,2.596,12.217
KIC 7874976,kepler,variable,185.83013,72.6,10.14,12.218
KIC 7539174,kepler,variable,297.71402,1374.5,13.413,12.218
TIC 189620016,tess,false_positive,1.1793395,4010.0,1.262,12.2186
TIC 35022727,tess,transit,3.6528112,18681.4630568,2.8788573,12.2192
KIC 10480952,kepler,eclipse,2.037453129,315914.0,5.43155,12.22
KIC 4729553,kepler,variable,0.961292561,325530.0,4.64294,12.221
KIC 8975368,kepler,blend,2.42649862,29.2,2.014,12.222
KIC 5986270,kepler,eclipse,1.534679933,456.6,1.7237,12.224
KIC 9752982,kepler,variable,0.716709897,932.5,0.7466,12.224
TIC 92449173,tess,transit,2.1764875,8114.6829556,3.4403723,12.2247
TIC 35009898,tess,transit,1.5275639,2892.4227936,1.3727055,12.2255
KIC 11855538,kepler,blend,2.521265,36.5,2.69,12.227
KIC 9635529,kepler,eclipse,2.35195525,212828.0,5.98883,12.23
TIC 53750200,tess,transit,4.1933422,4804.157266,1.8220996,12.2309
KIC 11551692,kepler,transit,3.005156911,691.6,2.0747,12.231
KIC 10004515,kepler,variable,25.26363805,,2.72,12.231
KIC 8957572,kepler,variable,1.5765874,29.2,15.18,12.232
TIC 138497780,tess,false_positive,3.6754815,9843.1330115,2.3005775,12.2337
TIC 400476523,tess,false_positive,18.10671,10340.0,4.562,12.2339
KIC 5307990,kepler,blend,0.98762513,28.6,1.127,12.234
KIC 7203858,kepler,variable,407.97623,237.5,14.69,12.234
TIC 284326455,tess,transit,3.7998536,25455.0849851,1.8114914,12.2341
KIC 12156805,kepler,blend,371.54879,125.6,9.841,12.235
KIC 7974634,kepler,variable,404.701927,236.2,3.981,12.236
TIC 253030300,tess,false_positive,2.8300213,3790.0,1.646,12.2361
KIC 8761550,kepler,variable,224.591055,125.2,3.232,12.238
KIC 9291039,kepler,variable,8.80854183,174.7,34.7564,12.239
KIC 9549648,kepler,transit,5.99185827,186.3,1.7215,12.239
TIC 286099128,tess,transit,3.7788779,17654.0731284,3.1290228,12.239
KIC 9777062,kepler,eclipse,19.230038188,266180.0,7.04412,12.241
TIC 259962054,tess,false_positive,51.94509,2534.0,8.094,12.2423
TIC 7059054,tess,transit,5.185768,13002.0,2.356,12.244
TIC 400466395,tess,false_positive,5.1391542,6171.0,0.633,12.2479
KIC 10289119,kepler,transit,16.10474503,124.1,5.712,12.249
TIC 70785910,tess,false_positive,0.4947938,2913.5611564,0.9449038,12.2494
KIC 11817750,kepler,eclipse,9.762550001,41579.9,4.87531,12.25
KIC 7515679,kepler,transit,5.546083089,2211.0,2.717,12.252
TIC 13023738,tess,false_positive,8.0635,5180.0,3.396,12.2524
KIC 9569711,kepler,transit,6.05919881,154.2,1.365,12.253
KIC 5949765,kepler,variable,426.34444,90.2,14.139,12.254
TIC 1979500576,tess,false_positive,2.6342729,3190.0,3.998,12.2546
KIC 4281895,kepler,eclipse,9.543584955,68184.5,3.72007,12.256
TIC 233602827,tess,transit,9.0447039,1611.0010188,1.7653148,12.2574
KIC 9898447,kepler,transit,2.37752442,32.1,2.307,12.258
TIC 459837008,tess,transit,3.4950422,2004.426903,1.0311342,12.2591
KIC 2985767,kepler,transit,14.07969236,169.5,1.375,12.261
KIC 3240159,kepler,eclipse,82.137609997,210772.0,6.11904,12.261
TIC 449197624,tess,false_positive,6.7934811,5400.0,1.824,12.2624
TIC 49705089,tess,transit,9.6578504,2300.0,5.943,12.2627
KIC 6470149,kepler,eclipse,165.739861,7343.4,24.9393,12.263
TIC 100769500,tess,false_positive,4.5016419,2992.0,1.897,12.2652
TIC 423903685,tess,false_positive,4.0938735,16964.0,4.537,12.266
KIC 2142501,kepler,variable,113.0707574,,9.03,12.267
TIC 176685457,tess,transit,4.4352884,6410.0,1.89,12.2682
TIC 459728249,tess,transit,8.9653531,7094.0,1.893,12.2685
TIC 175772482,tess,transit,2.8386215,15270.0987848,2.332647,12.2688
KIC 10488450,kepler,blend,2.683395376,234.7,1.8592,12.269
KIC 6109688,kepler,eclipse,14.086776961,106837.0,10.1279,12.271
KIC 5265982,kepler,variable,628.592314,393.7,3.603,12.275
KIC 10057494,kepler,transit,2.41810158,46.8,2.144,12.278
TIC 172871230,tess,false_positive,3.4100261,5200.0,2.233,12.2794
KIC 10470616,kepler,blend,4.15713766,77.0,1.808,12.28
KIC 9906841,kepler,variable,581.0723,1364.2,15.81,12.282
KIC 8813404,kepler,variable,374.80095,144.4,10.691,12.283
TIC 380589029,tess,transit,1.3484961,18463.7636682,2.4074261,12.2851
TIC 229791084,tess,transit,1.6453265,19310.0,2.59,12.2856
KIC 4914423,kepler,transit,15.96532718,482.2,4.5837,12.287
TIC 429358906,tess,transit,8.0239811,4010.0577601,1.7082731,12.2875
TIC 308425348,tess,false_positive,3.39829,4340.0,2.634,12.2876
KIC 3755522,kepler,blend,251.958533,204.1,4.742,12.289
TIC 80029842,tess,false_positive,2.3992876,1180.0,2.545,12.2896
KIC 9394601,kepler,eclipse,0.876826336,138366.0,3.6097,12.29
KIC 9071386,kepler,eclipse,4.693305543,14522.9,5.17249,12.291
KIC 2452289,kepler,blend,6.0353643,47.2,9.211,12.291
TIC 393626873,tess,false_positive,2.5139682,1745.3985011,2.4474847,12.2928
TIC 55748194,tess,false_positive,2.5227786,18880.0,2.177,12.293
TIC 286201103,tess,transit,0.8573727,2045.7091221,0.5478598,12.2936
KIC 9780149,kepler,eclipse,2.53021,367.9,21.79,12.294
TIC 420112589,tess,transit,11.0619937,3249.1164334,1.7587777,12.295
KIC 9899421,kepler,blend,1.33256256,174.9,3.088,12.295
TIC 363635669,tess,false_positive,0.7617828,3487.6353826,2.0029797,12.2951
TIC 220479565,tess,transit,3.6977167,4755.6707294,0.9308263,12.2958
TIC 372596796,tess,false_positive,3.5366743,13180.0,2.697,12.298
KIC 10905911,kepler,transit,1.34155642,58.2,1.6462,12.299
TIC 11270200,tess,transit,3.1432403,4968.9753741,4.3767436,12.2994
TIC 271439193,tess,false_positive,6.2329571,2367.0,3.043,12.2996
KIC 2713018,kepler,variable,66.713573,63.9,4.487,12.301
KIC 4761060,kepler,blend,13.37935853,353.5,8.809,12.301
KIC 3438975,kepler,blend,2.976020742,114.9,3.73,12.302
TIC 49710555,tess,false_positive,12.08837,5990.0,3.106,12.3035
TIC 281885301,tess,transit,7.9177855,6150.3984312,3.150639,12.3049
KIC 12405950,kepler,eclipse,3.539631353,1229.7,1.5372,12.305
TIC 200593988,tess,false_positive,7.6787462,6458.9029552,3.6479222,12.3069
TIC 437704321,tess,transit,2.8492802,3881.5844287,2.0072155,12.3071
TIC 448589187,tess,transit,3.0652926,11240.0,2.606,12.3077
TIC 207077681,tess,transit,2.278575,13638.9588751,2.159825,12.3119
TIC 87044036,tess,false_positive,1.0711292,2030.0,2.213,12.3128
KIC 7622473,kepler,blend,40.244826,192.9,4.303,12.314
KIC 10093664,kepler,variable,1.20693963,20.0,6.881,12.317
KIC 6198182,kepler,transit,3.88148385,36.3,2.679,12.32
KIC 11336883,kepler,transit,7.16893064,112.8,4.6766,12.32
KIC 11295085,kepler,variable,2.49777454,78.7,5.241,12.321
TIC 112604564,tess,transit,4.5768651,10869.4903086,3.5592795,12.3213
TIC 320411045,tess,transit,14.8442674,7245.0,2.748,12.3239
KIC 11547513,kepler,transit,5.317440164,292.5,2.9331,12.324
KIC 6587796,kepler,transit,33.4203001,436.6,5.307,12.325
KIC 10849244,kepler,eclipse,24.261683827,192283.0,7.1617,12.325
TIC 150096001,tess,transit,11.0248821,1943.0,2.917,12.3252
KIC 5119143,kepler,variable,0.530799654,318.5,3.487,12.328
KIC 7672940,kepler,eclipse,1064.2680956,22771.7,11.5521,12.328
TIC 309436531,tess,false_positive,3.2136333,7810.0,1.875,12.3297
KIC 9489953,kepler,variable,58.3437362,1266.8,22.482,12.33
KIC 6947837,kepler,variable,1.17033848,17.3,11.56,12.331
TIC 248111245,tess,transit,4.6370479,7765.9973286,4.8238322,12.3335
KIC 5305240,kepler,blend,1.070982122,43.4,1.255,12.334
TIC 23769326,tess,transit,7.4332642,6000.0,3.051,12.3342
KIC 2711114,kepler,eclipse,1.429439352,3367.1,2.424,12.335
KIC 10202759,kepler,blend,0.872952088,137.3,1.4499,12.335
TIC 32949762,tess,transit,3.7684981,19800.0,2.727,12.3352
TIC 14344979,tess,transit,4.1117731,22017.8853537,2.1575648,12.3353
KIC 4044005,kepler,eclipse,17.512014768,4511.7,1.8248,12.336
TIC 355732304,tess,false_positive,2.5411063,8720.0,3.491,12.3367
TIC 423275733,tess,transit,2.0528684,8982.0803562,2.6201128,12.3368
KIC 9028474,kepler,eclipse,124.93576738,240899.0,7.5608,12.338
TIC 350044062,tess,false_positive,5.9522831,7280.0,1.966,12.3391
TIC 53728859,tess,transit,3.2573898,13770.1931364,3.1400826,12.3396
KIC 8265156,kepler,blend,0.978362973,37.1,1.206,12.34
KIC 8110733,kepler,variable,203.511886,167.1,3.671,12.341
KIC 9579192,kepler,eclipse,12.08353781,43086.6,7.90317,12.344
KIC 5202905,kepler,transit,14.8444836,177.9,6.091,12.345
TIC 141616639,tess,false_positive,3.2428744,1470.0,2.417,12.3454
KIC 8349582,kepler,transit,11.523067458,507.3,3.8757,12.346
TIC 184869170,tess,false_positive,7.7235903,2720.0,5.953,12.3467
TIC 369861731,tess,false_positive,3.8780401,5030.0,2.757,12.3483
TIC 386297468,tess,false_positive,2.0958074,2350.0,2.992,12.3487
KIC 6611779,kepler,variable,206.309658,277.1,1.498,12.351
KIC 6291837,kepler,transit,35.5969684,684.5,6.691,12.351
TIC 267484653,tess,false_positive,1.7384809,3882.8974217,2.6777485,12.3512
KIC 2694632,kepler,variable,0.92225589,33.0,4.227,12.352
TIC 291751373,tess,transit,2.5079177,6997.4591212,3.0652269,12.355
TIC 293457754,tess,transit,4.5195089,17738.8625444,3.1628648,12.3553
TIC 41865539,tess,false_positive,1.26092,4825.94,2.718,12.3571
TIC 188593930,tess,false_positive,1.46503,3162.12,1.145,12.3574
TIC 2758565,tess,false_positive,3.7815683,15002.1659627,2.0137346,12.3611
TIC 162729620,tess,false_positive,13.4364908,4735.0,5.375,12.3613
TIC 367913453,tess,false_positive,2.7761628,1340.0,2.139,12.3618
KIC 9457533,kepler,variable,37.3683802,206.6,2.8,12.362
KIC 5094751,kepler,transit,21.22261195,366.0,6.5093,12.365
KIC 6145939,kepler,eclipse,17.745456135,80258.0,4.0678,12.366
TIC 17129975,tess,false_positive,1.5142292,5271.4558635,1.7190416,12.367
TIC 143143769,tess,transit,1.3372349,1226.6760556,1.7026098,12.3686
KIC 5213811,kepler,variable,288.285213,378.1,5.343,12.369
TIC 273069412,tess,false_positive,3.5399394,6448.0,3.443,12.3711
TIC 46432937,tess,transit,1.4404544,47151.6468557,1.2294066,12.3718
KIC 5192660,kepler,variable,110.75214125,,2.09,12.372
KIC 8848104,kepler,eclipse,0.824851807,30099.2,1.93637,12.372
KIC 6928906,kepler,eclipse,1.54945486,21.8,6.698,12.374
KIC 6694186,kepler,eclipse,5.554227226,142313.0,4.77434,12.376
KIC 9304923,kepler,variable,200.762693,1920.0,2.215,12.377
KIC 3531558,kepler,transit,24.99324319,269.6,5.9409,12.377
TIC 470974162,tess,false_positive,3.2583798,4800.0,2.196,12.3794
TIC 332630868,tess,false_positive,736.5601487,3600.0,4.183,12.3805
TIC 259506033,tess,transit,1.9025032,10717.8931836,1.6652986,12.3824
KIC 9535080,kepler,eclipse,49.6456235,857.5,23.568,12.385
KIC 11959569,kepler,eclipse,46.14869106,349630.0,19.092,12.387
KIC 10686930,kepler,blend,2.61844178,45.1,3.203,12.388
TIC 15682927,tess,false_positive,0.9655766,3140.0,1.224,12.3886
KIC 7053328,kepler,variable,455.77076435,341.1,5.1149,12.389
KIC 6471021,kepler,transit,125.6291479,7841.6,9.108,12.391
KIC 6850665,kepler,variable,214.715417,5211.2,34.146,12.391
KIC 8719897,kepler,eclipse,1.575710265,173954.0,6.83787,12.392
TIC 41422753,tess,false_positive,2.4710528,5420.0,3.033,12.3924
KIC 10493253,kepler,variable,89.667675,1415.0,3.726,12.393
KIC 5956977,kepler,variable,77.773042,432.6,2.285,12.393
TIC 462162963,tess,false_positive,1.3550447,3710.0,1.945,12.3935
KIC 11017901,kepler,transit,7.794302043,3387.4,1.1081,12.394
KIC 2306756,kepler,eclipse,386.6030528,24926.6,6.8057,12.394
TIC 166833457,tess,transit,2.9626402,27118.3262165,1.9096724,12.3943
TIC 12862099,tess,transit,2.4238226,16167.1783697,2.2484015,12.3993
KIC 4548011,kepler,transit,6.28384079,35.7,4.291,12.4
KIC 12418816,kepler,eclipse,0.760935268,370600.0,2.77023,12.402
KIC 9753154,kepler,transit,3.70429015,55.7,3.37,12.402
TIC 27649847,tess,transit,1.5428486,2154.4855781,1.1958898,12.4029
TIC 345333936,tess,false_positive,1.4252334,6901.0,1.673,12.4033
TIC 77202722,tess,transit,3.3566052,17292.2979757,2.4455576,12.4035
KIC 9006186,kepler,transit,4.27226421,48.9,2.113,12.404
TIC 269859655,tess,transit,2.9919962,17170.0,2.614,12.4041
KIC 8073705,kepler,transit,10.60052083,60.9,4.509,12.405
TIC 231663901,tess,transit,1.4303699,18960.7122944,1.6165994,12.4069
KIC 8364119,kepler,eclipse,7.73591011,315131.0,5.01919,12.408
KIC 5471617,kepler,variable,94.38163,91.2,11.87,12.409
TIC 416539317,tess,false_positive,2.2019606,960.0,4.326,12.4091
TIC 303867090,tess,false_positive,1.3168344,3640.0,0.733,12.4092
KIC 9467404,kepler,transit,0.929906166,108.7,1.743,12.41
TIC 18318288,tess,transit,1.3888584,1372.5136834,0.8267002,12.4106
KIC 9885417,kepler,transit,0.689967868,122.9,1.1688,12.411
TIC 66497310,tess,false_positive,1.7563116,3476.9463159,1.8543683,12.4115
TIC 307377219,tess,false_positive,4.1629444,3670.0,2.064,12.4151
TIC 365952328,tess,false_positive,4.8741147,4613.0,2.049,12.4154
TIC 278968371,tess,false_positive,1.2997811,7140.0,2.35,12.4162
KIC 3336476,kepler,blend,1.89132292,16.0,5.607,12.417
TIC 110178537,tess,transit,2.993282,14780.3009546,2.5766956,12.419
TIC 60520371,tess,false_positive,2.1974264,3435.0008185,1.4853911,12.419
TIC 308172249,tess,transit,1.4013784,19735.2001267,1.7042715,12.4197
KIC 9353182,kepler,eclipse,10.476258265,120206.0,7.77203,12.421
TIC 162689341,tess,transit,2.1747062,11173.1929564,2.846111,12.423
TIC 66356824,tess,false_positive,3.55562,2610.0,1.838,12.4245
TIC 219860288,tess,transit,4.2660553,1700.0,0.69,12.4251
TIC 47484268,tess,false_positive,,13400.0,2.67,12.4253
TIC 315002523,tess,transit,3.3023907,8027.6122024,5.1743599,12.4257
TIC 119081096,tess,false_positive,0.83707,2745.5,2.497,12.4268
TIC 277987172,tess,false_positive,6.3989216,3830.0,2.781,12.4276
KIC 6043574,kepler,variable,381.782641,367.6,4.52,12.428
TIC 302766000,tess,false_positive,0.2573207,1330.0,0.629,12.428
TIC 220029715,tess,transit,3.1853186,4917.3378908,2.2396998,12.4284
TIC 323687123,tess,transit,4.0179805,2808.9118424,1.1195616,12.4289
KIC 10329196,kepler,transit,85.7567919,159.1,5.695,12.429
KIC 5794570,kepler,transit,5.448321078,529.4,2.2213,12.43
KIC 11775507,kepler,variable,276.32360146,81.3,9.8964,12.431
TIC 55650590,tess,transit,0.7363132,1322.5461054,0.6736853,12.4312
TIC 147895461,tess,false_positive,0.5919629,2450.0,1.0,12.4322
TIC 241102583,tess,false_positive,1.7386091,18980.0,1.691,12.4323
TIC 467783290,tess,false_positive,3.6502527,9000.0,2.506,12.4332
TIC 237922465,tess,transit,8.2754608,6510.0,3.755,12.4333
TIC 67646988,tess,transit,1.8817191,99270.0,1.236,12.4368
TIC 389371332,tess,false_positive,3.9077116,599.6319099,9.5278364,12.4375
KIC 8491745,kepler,eclipse,111.31980522,62704.9,23.0078,12.439
TIC 48103627,tess,transit,4.5696698,9861.079392,3.9536171,12.4399
KIC 6448890,kepler,transit,10.5007712,183.4,14.522,12.44
KIC 5124667,kepler,transit,150.8783198,659.9,8.6797,12.443
TIC 437893926,tess,false_positive,3.8454384,4590.0,4.736,12.4432
KIC 5284133,kepler,eclipse,8.784575777,262984.0,5.3022,12.444
TIC 168699373,tess,transit,4.3011975,22050.0,2.982,12.4474
TIC 285233023,tess,false_positive,2.8577028,2695.0,2.264,12.4487
KIC 4847832,kepler,eclipse,30.960216668,340408.0,15.4308,12.45
KIC 5903312,kepler,blend,1.16015259,170.2,1.3433,12.45
KIC 12403119,kepler,transit,76.13622222,2949.5,7.9393,12.45
KIC 8112013,kepler,eclipse,1.790518325,61541.9,3.34624,12.45
KIC 8413968,kepler,variable,135.223193,56.3,8.989,12.452
TIC 121660904,tess,transit,4.8854844,7009.1394983,5.2333985,12.4532
TIC 231703293,tess,false_positive,0.907105,1430.0,1.711,12.4537
TIC 98545929,tess,transit,1.888231,4358.3260875,3.6693894,12.4539
TIC 400395395,tess,false_positive,3.2891219,8100.0,2.948,12.4564
KIC 8758161,kepler,eclipse,0.998217563,87567.2,3.90851,12.457
KIC 7749773,kepler,transit,13.7872627,75.1,5.747,12.458
KIC 9710611,kepler,variable,386.35444,129.6,9.594,12.458
KIC 7050989,kepler,transit,11.57890926,243.4,2.7207,12.459
KIC 9474969,kepler,variable,21.570508432,134176.0,13.8604,12.462
TIC 198616607,tess,false_positive,3.6311186,6300.0,2.416,12.4627
KIC 10453588,kepler,transit,68.8861017,143.9,5.925,12.464
KIC 9139084,kepler,transit,5.83599485,553.3,2.062,12.465
KIC 10486425,kepler,eclipse,5.274819905,108965.0,4.6688,12.465
TIC 175079720,tess,false_positive,2.2623261,2940.0,3.048,12.4698
KIC 11240948,kepler,eclipse,3.401949837,2477.0,16.5797,12.471
KIC 7541746,kepler,variable,4.1747072,,11.13,12.472
TIC 437333618,tess,transit,4.2986466,15275.7584547,3.1434483,12.472
KIC 11826400,kepler,eclipse,5.889372452,56841.0,4.94674,12.472
TIC 354285962,tess,false_positive,5.6289226,1850.0,9.272,12.4721
KIC 5653072,kepler,blend,3.22452656,57.5,5.156,12.474
KIC 11342416,kepler,transit,25.3690868,110.1,4.746,12.476
KIC 3858704,kepler,blend,3.00363219,101.2,3.732,12.476
KIC 9369366,kepler,blend,36.0054414,117.5,3.262,12.477
KIC 8129189,kepler,eclipse,53.647084859,219095.0,19.9499,12.479
KIC 5272571,kepler,blend,1.288046428,32.3,3.637,12.479
TIC 469184909,tess,false_positive,1.2926975,6460.0,2.592,12.4794
TIC 14661418,tess,transit,4.722816,22675.3812671,2.1894174,12.4806
KIC 2707985,kepler,blend,1.89127438,32.3,4.491,12.481
KIC 8223328,kepler,eclipse,35.51619219,10984.0,2.5,12.481
TIC 11755687,tess,transit,3.0522686,15853.2048135,2.2564388,12.4821
TIC 120723776,tess,false_positive,2.8831285,26290.0,3.53,12.483
TIC 332660287,tess,false_positive,1.2434016,4070.0,0.939,12.483
KIC 6781047,kepler,variable,7.0435762,,15.76,12.484
KIC 9718066,kepler,transit,28.9060526,99.0,3.099,12.485
KIC 10875245,kepler,transit,14.74914825,430.2,6.0995,12.487
KIC 7761918,kepler,transit,89.1935737,868.3,4.0104,12.487
TIC 189625051,tess,transit,4.9088819,5548.8279627,5.5607357,12.487
KIC 10292000,kepler,variable,200.83849979,,2.37,12.488
TIC 319735319,tess,false_positive,2.9038027,5860.0,3.511,12.4889
TIC 444977814,tess,false_positive,11.3689753,5979.0,5.492,12.4889
TIC 291685334,tess,transit,2.0319883,12273.0056923,3.4937463,12.489
TIC 358070912,tess,transit,0.8831279,2068.0674877,1.651686,12.4923
TIC 268301217,tess,transit,0.9466787,16490.0,1.09,12.4933
TIC 235683377,tess,transit,0.4090681,1281.2294665,0.6165726,12.4934
KIC 8219268,kepler,transit,6.24667547,396.8,11.261,12.495
KIC 9899141,kepler,blend,1.33256944,20.6,3.89,12.496
TIC 458419328,tess,transit,4.6747218,8200.0,1.61,12.4963
TIC 403288821,tess,false_positive,0.5474737,1430.0,1.789,12.4978
KIC 6850504,kepler,transit,10.854095934,1034.4,3.7768,12.498
TIC 420112587,tess,false_positive,11.062666,4957.8780942,2.0842156,12.4989
